learning_instance_id,EmployeeID,participant_completed,learning_title,rating,length,provider,completion_date,instructor_name,instructor_from
gwjexo,6824,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
lazrlv,6824,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,10/05/2015,Prof. Jennifer Davis,Codecademy
xuybig,6824,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
nswned,6825,True,Inventory Management Fundamentals,3,180,Learning Academy,03/13/2015,Prof. Emily Anderson,edX
euqofa,6825,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
tpuavp,6825,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
qcixeo,6830,True,Leadership Essentials,3,150,Leadership Institute,03/22/2015,Dr. David Williams,Coursera
jendlb,6834,True,Inventory Management Fundamentals,1,180,Learning Academy,06/07/2015,Prof. Emily Anderson,edX
nfmatx,6834,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,01/03/2015,Prof. Jennifer Davis,Codecademy
jvkrqm,6834,True,Effective Workplace Communication,2,240,Communication Institute,10/27/2015,Dr. Michael Johnson,Udemy
oyvpfy,6839,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
fvklvw,6839,True,Effective Workplace Communication,5,240,Communication Institute,01/26/2015,Dr. Michael Johnson,Udemy
fdhtjq,6839,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
iddakp,6839,True,Financial Literacy for Professionals,4,90,Finance Masters,11/25/2015,Prof. Samantha Roberts,LinkedIn Learning
rgcovu,6839,True,Leadership Essentials,1,150,Leadership Institute,06/12/2015,Dr. David Williams,Coursera
ukwjal,6843,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
uwxwrf,6844,True,Inventory Management Fundamentals,1,180,Learning Academy,10/24/2015,Prof. Emily Anderson,edX
daxkfg,6844,True,Customer Service Excellence,1,120,Service Institute,10/25/2015,Dr. John Smith,Coursera
gasoof,6844,True,Financial Literacy for Professionals,5,90,Finance Masters,10/25/2015,Prof. Samantha Roberts,LinkedIn Learning
vykmiy,6844,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,08/06/2015,Prof. Jennifer Davis,Codecademy
zwxsgm,6846,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,07/07/2015,Prof. Jennifer Davis,Codecademy
dtbjsa,6846,True,Customer Service Excellence,0,120,Service Institute,11/10/2015,Dr. John Smith,Coursera
fzcapz,6849,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
zikvli,6849,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
rbfltd,6849,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
kgfsur,6850,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
xcjfgy,6850,True,Customer Service Excellence,3,120,Service Institute,02/02/2015,Dr. John Smith,Coursera
aneoso,6852,True,Effective Workplace Communication,4,240,Communication Institute,09/22/2015,Dr. Michael Johnson,Udemy
tzehsb,6852,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
drwhya,6852,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
xbjzps,6852,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
bamgfb,6853,True,Inventory Management Fundamentals,1,180,Learning Academy,02/22/2015,Prof. Emily Anderson,edX
fogptp,6853,True,Customer Service Excellence,5,120,Service Institute,07/10/2015,Dr. John Smith,Coursera
rvzptf,6853,True,Effective Workplace Communication,2,240,Communication Institute,05/22/2015,Dr. Michael Johnson,Udemy
gbuyol,6854,True,Financial Literacy for Professionals,5,90,Finance Masters,10/26/2015,Prof. Samantha Roberts,LinkedIn Learning
eaondp,6854,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
cdwlra,6854,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
okbgtx,6854,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
hmeybn,6855,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
gfdywh,6855,True,Financial Literacy for Professionals,0,90,Finance Masters,07/31/2015,Prof. Samantha Roberts,LinkedIn Learning
ecmmhv,6855,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,04/16/2015,Prof. Jennifer Davis,Codecademy
ihtjrr,6855,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
zycouf,6855,True,Effective Workplace Communication,0,240,Communication Institute,07/07/2015,Dr. Michael Johnson,Udemy
yfvxue,6856,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
akmlsp,6856,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
vsnbvy,6856,True,Customer Service Excellence,3,120,Service Institute,09/23/2015,Dr. John Smith,Coursera
jjzrhz,6856,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
dsfvny,6856,True,Financial Literacy for Professionals,5,90,Finance Masters,12/25/2015,Prof. Samantha Roberts,LinkedIn Learning
jogxik,6857,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
tspxhf,6857,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
pccxqh,6857,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
fflidq,6857,True,Effective Workplace Communication,2,240,Communication Institute,12/16/2015,Dr. Michael Johnson,Udemy
zltdia,6858,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,11/09/2015,Prof. Jennifer Davis,Codecademy
yamrql,6858,True,Leadership Essentials,4,150,Leadership Institute,05/18/2015,Dr. David Williams,Coursera
ystgvf,6858,True,Financial Literacy for Professionals,2,90,Finance Masters,05/14/2015,Prof. Samantha Roberts,LinkedIn Learning
jrzzqp,6859,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
gldnpk,6860,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
tigvrt,6860,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
ordzqp,6860,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
pmvplq,6862,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
mvdjdj,6862,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
xracbz,6862,True,Effective Workplace Communication,5,240,Communication Institute,05/15/2015,Dr. Michael Johnson,Udemy
hmmtfq,6862,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
sooimj,6862,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
zkfesh,6864,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
khcuve,6864,True,Financial Literacy for Professionals,0,90,Finance Masters,08/28/2015,Prof. Samantha Roberts,LinkedIn Learning
rqrhqm,6864,True,Effective Workplace Communication,2,240,Communication Institute,09/08/2015,Dr. Michael Johnson,Udemy
qxgkva,6864,True,Inventory Management Fundamentals,1,180,Learning Academy,03/15/2015,Prof. Emily Anderson,edX
yahrdv,6865,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
lhcrmr,6865,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
lmuryf,6865,True,Inventory Management Fundamentals,3,180,Learning Academy,05/21/2015,Prof. Emily Anderson,edX
nsjbzf,6865,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
mmpkpz,6866,True,Effective Workplace Communication,1,240,Communication Institute,03/07/2015,Dr. Michael Johnson,Udemy
scgfpx,6866,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
huzqag,6866,True,Financial Literacy for Professionals,0,90,Finance Masters,08/06/2015,Prof. Samantha Roberts,LinkedIn Learning
njcwne,6871,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
apjssn,6873,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xlpugr,6876,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
exmrxu,6877,True,Inventory Management Fundamentals,2,180,Learning Academy,12/23/2015,Prof. Emily Anderson,edX
qfgrss,6877,True,Financial Literacy for Professionals,0,90,Finance Masters,04/08/2015,Prof. Samantha Roberts,LinkedIn Learning
zjfczp,6877,True,Customer Service Excellence,2,120,Service Institute,08/13/2015,Dr. John Smith,Coursera
xjuaoy,6877,True,Effective Workplace Communication,5,240,Communication Institute,03/18/2015,Dr. Michael Johnson,Udemy
bcmnyo,6877,True,Leadership Essentials,0,150,Leadership Institute,12/26/2015,Dr. David Williams,Coursera
aqeaym,6878,True,Financial Literacy for Professionals,5,90,Finance Masters,03/02/2015,Prof. Samantha Roberts,LinkedIn Learning
bzczfz,6878,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,10/17/2015,Prof. Jennifer Davis,Codecademy
qxieil,6878,True,Inventory Management Fundamentals,5,180,Learning Academy,11/22/2015,Prof. Emily Anderson,edX
bglbpi,6878,True,Customer Service Excellence,4,120,Service Institute,09/11/2015,Dr. John Smith,Coursera
xcflxw,6879,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
cxjivx,6879,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
atfjnj,6879,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
sqokxv,6879,True,Financial Literacy for Professionals,4,90,Finance Masters,02/10/2015,Prof. Samantha Roberts,LinkedIn Learning
atgeyo,6879,True,Effective Workplace Communication,0,240,Communication Institute,03/10/2015,Dr. Michael Johnson,Udemy
diuecy,6881,True,Effective Workplace Communication,1,240,Communication Institute,01/08/2015,Dr. Michael Johnson,Udemy
iuoytd,6881,True,Financial Literacy for Professionals,3,90,Finance Masters,02/23/2015,Prof. Samantha Roberts,LinkedIn Learning
uzelut,6882,True,Effective Workplace Communication,1,240,Communication Institute,03/27/2015,Dr. Michael Johnson,Udemy
emwspj,6882,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ntcdvi,6883,True,Leadership Essentials,2,150,Leadership Institute,05/28/2015,Dr. David Williams,Coursera
dwpmke,6883,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
wiftph,6885,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
ahyaqm,6885,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
exzgrm,6885,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,12/03/2015,Prof. Jennifer Davis,Codecademy
uiuqfj,6886,True,Customer Service Excellence,1,120,Service Institute,03/17/2015,Dr. John Smith,Coursera
swkkhn,6886,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
vuamrh,6886,True,Leadership Essentials,3,150,Leadership Institute,10/03/2015,Dr. David Williams,Coursera
cppenh,6887,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
nrnrjw,6887,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
ksktfw,6888,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
iqvvwg,6888,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
mjlrdq,6888,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
hqasax,6888,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
kmjtmq,6890,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
sgdjha,6890,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
mqjkob,6891,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
jcsowq,6891,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
sdbqrl,6893,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
ourlvk,6893,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
hwnptt,6898,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
uhkzcj,6899,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
coekug,6899,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
skzqfi,6899,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
ijcgis,6899,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
bgbfqv,6900,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
emyowf,6900,True,Inventory Management Fundamentals,3,180,Learning Academy,10/19/2015,Prof. Emily Anderson,edX
ynvbzw,6900,True,Leadership Essentials,2,150,Leadership Institute,10/14/2015,Dr. David Williams,Coursera
dpmidj,6901,True,Effective Workplace Communication,0,240,Communication Institute,04/24/2015,Dr. Michael Johnson,Udemy
plnwmu,6901,True,Customer Service Excellence,0,120,Service Institute,07/25/2015,Dr. John Smith,Coursera
ezorku,6901,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
duyvzc,6901,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
iimntr,6901,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
ibuurb,6902,True,Inventory Management Fundamentals,5,180,Learning Academy,11/12/2015,Prof. Emily Anderson,edX
xcozsi,6902,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
jldmku,6902,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
wijkor,6904,True,Inventory Management Fundamentals,4,180,Learning Academy,01/27/2015,Prof. Emily Anderson,edX
zggcbn,6904,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
wknyrz,6904,True,Customer Service Excellence,1,120,Service Institute,01/14/2015,Dr. John Smith,Coursera
kbdfhu,6904,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,04/16/2015,Prof. Jennifer Davis,Codecademy
kgpdro,6904,True,Financial Literacy for Professionals,2,90,Finance Masters,11/18/2015,Prof. Samantha Roberts,LinkedIn Learning
glxymv,6905,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,06/08/2015,Prof. Jennifer Davis,Codecademy
apsgjg,6905,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
xijtpc,6906,True,Effective Workplace Communication,0,240,Communication Institute,10/29/2015,Dr. Michael Johnson,Udemy
qytddz,6906,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,01/13/2015,Prof. Jennifer Davis,Codecademy
uhtywu,6906,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
diptxv,6906,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
mqvobp,6907,True,Customer Service Excellence,1,120,Service Institute,01/07/2015,Dr. John Smith,Coursera
ykfqdo,6907,True,Financial Literacy for Professionals,2,90,Finance Masters,10/06/2015,Prof. Samantha Roberts,LinkedIn Learning
dxxnta,6907,True,Inventory Management Fundamentals,1,180,Learning Academy,07/03/2015,Prof. Emily Anderson,edX
nbtnzt,6908,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,03/15/2015,Prof. Jennifer Davis,Codecademy
uavtso,6908,True,Customer Service Excellence,5,120,Service Institute,02/12/2015,Dr. John Smith,Coursera
tjzqus,6908,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
efmxnc,6908,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
mjfmcp,6909,True,Customer Service Excellence,0,120,Service Institute,06/30/2015,Dr. John Smith,Coursera
gaamrq,6909,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
azvprl,6910,True,Customer Service Excellence,1,120,Service Institute,04/23/2015,Dr. John Smith,Coursera
cbontp,6910,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
serrdq,6910,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
ikicis,6910,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ndbffb,6910,True,Effective Workplace Communication,3,240,Communication Institute,02/04/2015,Dr. Michael Johnson,Udemy
idbclt,6911,True,Customer Service Excellence,5,120,Service Institute,02/03/2015,Dr. John Smith,Coursera
xbwcfq,6911,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
wuigjl,6911,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
jqojdw,6911,True,Leadership Essentials,5,150,Leadership Institute,11/08/2015,Dr. David Williams,Coursera
ciuswp,6917,True,Customer Service Excellence,2,120,Service Institute,06/24/2015,Dr. John Smith,Coursera
ukcgkg,6917,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
uqraqn,6917,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
wdpzaa,6917,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
clyrhk,6920,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
symfel,6920,True,Financial Literacy for Professionals,4,90,Finance Masters,07/21/2015,Prof. Samantha Roberts,LinkedIn Learning
kaowoz,6920,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,01/19/2015,Prof. Jennifer Davis,Codecademy
vlrazm,6920,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
uivxtf,6920,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
qxvvll,6922,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
fdywhd,6922,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
lcmwez,6922,True,Effective Workplace Communication,4,240,Communication Institute,02/27/2015,Dr. Michael Johnson,Udemy
qqcrco,6922,True,Inventory Management Fundamentals,5,180,Learning Academy,02/13/2015,Prof. Emily Anderson,edX
gkcmoo,6923,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,06/05/2015,Prof. Jennifer Davis,Codecademy
acolpc,6923,True,Customer Service Excellence,2,120,Service Institute,08/05/2015,Dr. John Smith,Coursera
yiwfzi,6923,True,Financial Literacy for Professionals,3,90,Finance Masters,08/19/2015,Prof. Samantha Roberts,LinkedIn Learning
lpdbfc,6923,True,Effective Workplace Communication,1,240,Communication Institute,10/21/2015,Dr. Michael Johnson,Udemy
rjocfq,6923,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
mbtios,6924,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,09/25/2015,Prof. Jennifer Davis,Codecademy
muxvow,6924,True,Leadership Essentials,2,150,Leadership Institute,02/19/2015,Dr. David Williams,Coursera
hifxqs,6924,True,Customer Service Excellence,1,120,Service Institute,06/20/2015,Dr. John Smith,Coursera
cegtrx,6924,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
bdyzud,6924,True,Inventory Management Fundamentals,4,180,Learning Academy,10/11/2015,Prof. Emily Anderson,edX
coaump,6925,True,Financial Literacy for Professionals,5,90,Finance Masters,07/28/2015,Prof. Samantha Roberts,LinkedIn Learning
uwcyxl,6926,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
mewupq,6926,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
hfdtfk,6926,False,Effective Workplace Communication,0,240,Communication Institute,,Dr. Michael Johnson,Udemy
ybghrh,6926,True,Financial Literacy for Professionals,5,90,Finance Masters,08/05/2015,Prof. Samantha Roberts,LinkedIn Learning
qggkkb,6926,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,04/22/2015,Prof. Jennifer Davis,Codecademy
bmauzl,6927,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
okijuo,6929,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
vbckle,6929,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
amndxu,6929,True,Customer Service Excellence,4,120,Service Institute,01/05/2015,Dr. John Smith,Coursera
spktkd,6929,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
diulcs,6929,True,Effective Workplace Communication,0,240,Communication Institute,10/02/2015,Dr. Michael Johnson,Udemy
yphpxa,6930,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
usuqww,6930,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
vbisrq,6930,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
kyjkyh,6932,True,Inventory Management Fundamentals,2,180,Learning Academy,02/07/2015,Prof. Emily Anderson,edX
zmacwq,6932,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
rjdtzm,6932,True,Leadership Essentials,1,150,Leadership Institute,11/05/2015,Dr. David Williams,Coursera
pmjnpi,6932,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
jpuzao,6932,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
aqlvoa,6933,True,Leadership Essentials,2,150,Leadership Institute,01/09/2015,Dr. David Williams,Coursera
hiesby,6933,True,Effective Workplace Communication,0,240,Communication Institute,03/01/2015,Dr. Michael Johnson,Udemy
yejcty,6933,True,Customer Service Excellence,2,120,Service Institute,12/28/2015,Dr. John Smith,Coursera
nglveg,6933,True,Inventory Management Fundamentals,5,180,Learning Academy,06/22/2015,Prof. Emily Anderson,edX
zdjwym,6933,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,04/21/2015,Prof. Jennifer Davis,Codecademy
dvgwtn,6934,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
fvmeyl,6934,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
jrwuyf,6934,False,Effective Workplace Communication,0,240,Communication Institute,,Dr. Michael Johnson,Udemy
ncxwzm,6935,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
dmcskw,6935,True,Financial Literacy for Professionals,5,90,Finance Masters,06/06/2015,Prof. Samantha Roberts,LinkedIn Learning
bsvbye,6935,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
xcmswe,6935,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
xjrsdp,6936,True,Financial Literacy for Professionals,1,90,Finance Masters,05/24/2015,Prof. Samantha Roberts,LinkedIn Learning
zogbqn,6936,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
bujdtk,6936,True,Customer Service Excellence,4,120,Service Institute,08/22/2015,Dr. John Smith,Coursera
cuxdpx,6936,True,Inventory Management Fundamentals,3,180,Learning Academy,11/26/2015,Prof. Emily Anderson,edX
psurut,6938,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,07/17/2015,Prof. Jennifer Davis,Codecademy
gvpgyx,6938,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
pmquzb,6939,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
nhnjur,6939,True,Inventory Management Fundamentals,5,180,Learning Academy,03/11/2015,Prof. Emily Anderson,edX
bdygsx,6940,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
azfdnc,6940,True,Effective Workplace Communication,3,240,Communication Institute,12/24/2015,Dr. Michael Johnson,Udemy
ngkmyf,6940,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xpbemy,6940,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
rttpzl,6942,True,Customer Service Excellence,4,120,Service Institute,05/03/2015,Dr. John Smith,Coursera
nussxa,6942,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
wrnylg,6942,True,Financial Literacy for Professionals,2,90,Finance Masters,01/15/2015,Prof. Samantha Roberts,LinkedIn Learning
cwsuaf,6943,True,Effective Workplace Communication,5,240,Communication Institute,01/07/2015,Dr. Michael Johnson,Udemy
hnvocy,6943,True,Financial Literacy for Professionals,0,90,Finance Masters,09/06/2015,Prof. Samantha Roberts,LinkedIn Learning
ojqtxx,6943,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
mjrhkg,6944,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ppzags,6944,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
piezhw,6944,True,Customer Service Excellence,4,120,Service Institute,06/25/2015,Dr. John Smith,Coursera
beyigu,6945,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,02/23/2015,Prof. Jennifer Davis,Codecademy
imukqs,6946,True,Financial Literacy for Professionals,3,90,Finance Masters,03/04/2015,Prof. Samantha Roberts,LinkedIn Learning
nhglyf,6946,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
pjmhnv,6947,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
ujgtxv,6948,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
lnfoic,6948,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
iwpatg,6948,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ybjxej,6948,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
ubmjgd,6948,True,Inventory Management Fundamentals,3,180,Learning Academy,12/19/2015,Prof. Emily Anderson,edX
kmguyd,6949,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
hkmstg,6949,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
gtnsuj,6949,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
tijohr,6949,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,07/28/2015,Prof. Jennifer Davis,Codecademy
bbmvib,6950,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,07/13/2015,Prof. Jennifer Davis,Codecademy
caadlb,6951,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
